ResolvedPersonID,n_cases,n_districts,cross_jurisdiction,n_co_accused_links,community_id,dominant_crime_subhead_id
61008,1,1,False,2,18,20
61011,1,1,False,0,-1,14
61012,1,1,False,3,0,20
61015,1,1,False,3,0,20
61016,1,1,False,0,-1,20
61022,1,1,False,0,-1,8
61023,1,1,False,3,30,11
61025,1,1,False,3,30,11
61026,1,1,False,3,30,11
61029,1,1,False,2,30,14
61036,1,1,False,1,31,20
61037,1,1,False,2,72,20
61040,1,1,False,0,-1,5
61044,1,1,False,1,25,12
61046,1,1,False,0,-1,14
61048,1,1,False,1,27,11
61053,1,1,False,0,-1,22
61054,1,1,False,1,2608,4
61055,1,1,False,1,2608,4
61057,1,1,False,2,54,12
61059,1,1,False,0,-1,8
61061,1,1,False,0,-1,12
61065,1,1,False,1,3,18
61068,1,1,False,1,2609,17
61069,1,1,False,1,2609,17
61070,1,1,False,0,-1,14
61073,1,1,False,0,-1,5
61074,1,1,False,0,-1,12
61076,1,1,False,3,18,23
61078,1,1,False,3,18,23
61080,1,1,False,0,-1,8
61081,1,1,False,0,-1,20
61085,1,1,False,2,3,23
61088,1,1,False,2,2,14
61093,1,1,False,1,2610,8
61094,1,1,False,1,2610,8
61095,1,1,False,1,2611,25
61096,1,1,False,1,2611,25
61098,1,1,False,1,18,15
61099,1,1,False,3,3,26
61100,1,1,False,3,3,26
61102,1,1,False,3,3,26
61103,1,1,False,1,2612,27
61104,1,1,False,1,2612,27
61105,1,1,False,0,-1,17
61106,1,1,False,1,2613,20
61107,1,1,False,1,2613,20
61108,1,1,False,1,2614,8
61109,1,1,False,1,2614,8
61111,1,1,False,0,-1,5
61113,1,1,False,3,139,13
61115,1,1,False,3,139,13
61116,1,1,False,3,139,13
61119,1,1,False,1,2615,8
61120,1,1,False,1,2615,8
61121,1,1,False,2,2616,5
61122,1,1,False,2,2616,5
61124,1,1,False,0,-1,4
61126,1,1,False,1,63,20
61129,1,1,False,0,-1,20
61130,1,1,False,0,-1,19
61135,1,1,False,1,86,13
61138,1,1,False,0,-1,23
61139,1,1,False,3,111,13
61142,1,1,False,3,111,13
61144,1,1,False,1,2617,12
61146,1,1,False,2,2618,25
61147,1,1,False,2,2618,25
61148,1,1,False,2,2618,25
61151,1,1,False,0,-1,12
61160,1,1,False,2,25,25
61161,1,1,False,2,25,25
61164,1,1,False,0,-1,9
61165,1,1,False,0,-1,9
61166,1,1,False,0,-1,5
61168,1,1,False,3,72,12
61172,1,1,False,3,43,12
61174,1,1,False,3,43,12
61175,1,1,False,2,105,18
61177,1,1,False,2,105,18
61178,1,1,False,0,-1,7
61183,1,1,False,0,-1,14
61186,1,1,False,1,2619,5
61187,1,1,False,0,-1,7
61189,1,1,False,3,0,12
61190,1,1,False,3,0,12
61192,1,1,False,2,95,12
61196,1,1,False,0,-1,2
61197,1,1,False,1,111,17
61207,1,1,False,2,2620,5
61209,1,1,False,2,2620,5
61210,1,1,False,0,-1,6
61211,1,1,False,1,2621,11
61212,1,1,False,1,2621,11
61214,1,1,False,0,-1,26
61215,1,1,False,1,3,9
61217,1,1,False,2,137,13
61223,1,1,False,0,-1,12
61225,1,1,False,1,10,11
61226,1,1,False,1,106,5
61228,1,1,False,0,-1,1
61230,1,1,False,2,1424,20
61232,1,1,False,2,1424,20
61233,1,1,False,1,2622,15
61234,1,1,False,1,2622,15
61236,1,1,False,2,1951,12
61237,1,1,False,2,1951,12
61238,1,1,False,1,12,3
61240,1,1,False,2,52,9
61243,1,1,False,1,2623,17
61244,1,1,False,1,2623,17
61245,1,1,False,2,63,8
61247,1,1,False,2,63,8
61248,1,1,False,0,-1,14
61249,1,1,False,0,-1,14
61250,1,1,False,0,-1,9
61252,1,1,False,1,80,18
61255,1,1,False,3,86,14
61259,1,1,False,0,-1,28
61262,1,1,False,0,-1,27
61264,1,1,False,1,30,14
61267,1,1,False,1,18,18
61271,1,1,False,2,139,8
61273,1,1,False,0,-1,5
61275,1,1,False,1,31,15
61276,1,1,False,0,-1,5
61278,1,1,False,3,43,5
61279,1,1,False,3,43,5
61281,1,1,False,1,1482,5
61284,1,1,False,2,40,7
61287,1,1,False,2,18,20
61288,1,1,False,2,18,20
61289,1,1,False,0,-1,12
61292,1,1,False,0,-1,5
61293,1,1,False,0,-1,25
61299,1,1,False,0,-1,18
61303,1,1,False,1,40,18
61306,1,1,False,1,1,18
61308,1,1,False,0,-1,24
61316,1,1,False,1,56,12
61317,1,1,False,0,-1,5
61318,1,1,False,3,139,12
61321,1,1,False,3,139,12
61322,1,1,False,0,-1,8
61325,1,1,False,0,-1,12
61327,1,1,False,3,40,18
61328,1,1,False,3,40,18
61330,1,1,False,0,-1,14
61331,1,1,False,0,-1,9
61334,1,1,False,2,12,14
61336,1,1,False,0,-1,28
61337,1,1,False,0,-1,19
61338,1,1,False,0,-1,13
61340,1,1,False,1,23,24
61346,1,1,False,1,40,3
61347,1,1,False,0,-1,12
61351,1,1,False,2,86,2
61352,1,1,False,1,10,22
61355,1,1,False,1,610,20
61357,1,1,False,0,-1,14
61359,1,1,False,1,2624,20
61360,1,1,False,1,2624,20
61365,1,1,False,3,51,24
61366,1,1,False,3,51,24
61369,1,1,False,0,-1,24
61372,1,1,False,2,63,5
61375,1,1,False,0,-1,20
61376,1,1,False,0,-1,20
61377,1,1,False,0,-1,25
61384,1,1,False,2,2625,17
61385,1,1,False,2,2625,17
61386,1,1,False,2,2625,17
61389,1,1,False,0,-1,12
61390,1,1,False,0,-1,13
61391,1,1,False,0,-1,12
61392,1,1,False,0,-1,4
61395,1,1,False,3,62,9
61399,1,1,False,1,1149,13
61401,1,1,False,0,-1,20
61404,1,1,False,3,105,1
61411,1,1,False,0,-1,14
61412,1,1,False,0,-1,22
61417,1,1,False,2,111,9
61421,1,1,False,0,-1,11
61423,1,1,False,1,56,15
61428,1,1,False,1,139,28
61430,1,1,False,0,-1,12
61432,1,1,False,1,2626,18
61434,1,1,False,0,-1,12
61435,1,1,False,0,-1,11
61440,1,1,False,2,30,14
61441,1,1,False,0,-1,5
61447,1,1,False,2,126,23
61451,1,1,False,2,62,6
61454,1,1,False,2,114,5
61455,1,1,False,2,114,5
61456,1,1,False,1,18,3
61458,1,1,False,0,-1,24
61460,1,1,False,0,-1,18
61462,1,1,False,1,114,18
61466,1,1,False,0,-1,15
61470,1,1,False,2,1549,18
61471,1,1,False,2,1549,18
61472,1,1,False,2,0,24
61474,1,1,False,2,0,24
61475,1,1,False,1,2627,13
61476,1,1,False,1,2627,13
61480,1,1,False,2,25,5
61481,1,1,False,2,25,5
61483,1,1,False,0,-1,5
61484,1,1,False,1,2628,12
61485,1,1,False,1,2628,12
61487,1,1,False,3,27,18
61490,1,1,False,1,59,14
61493,1,1,False,1,62,26
61499,1,1,False,0,-1,3
61500,1,1,False,1,72,13
61505,1,1,False,3,18,4
61509,1,1,False,3,137,18
61510,1,1,False,3,137,18
61512,1,1,False,3,137,18
61513,1,1,False,3,18,5
61516,1,1,False,3,18,5
61520,1,1,False,0,-1,5
61521,1,1,False,2,105,8
61523,1,1,False,2,105,8
61526,1,1,False,3,95,17
61528,1,1,False,3,95,17
61530,1,1,False,3,18,18
61536,1,1,False,1,56,20
61537,1,1,False,0,-1,9
61538,1,1,False,0,-1,12
61539,1,1,False,0,-1,5
61544,1,1,False,3,139,12
61545,1,1,False,3,139,12
61553,1,1,False,2,460,4
61557,1,1,False,1,43,18
61561,1,1,False,0,-1,18
61566,1,1,False,2,95,17
61567,1,1,False,2,95,17
61569,1,1,False,1,10,5
61573,1,1,False,1,64,9
61579,1,1,False,0,-1,21
61580,1,1,False,1,114,18
61582,1,1,False,0,-1,26
61584,1,1,False,2,18,19
61586,1,1,False,2,52,13
61589,1,1,False,0,-1,4
61590,1,1,False,1,59,19
61592,1,1,False,0,-1,8
61593,1,1,False,1,2629,18
61594,1,1,False,1,2629,18
61595,1,1,False,0,-1,5
61597,1,1,False,3,18,4
61600,1,1,False,0,-1,22
61607,1,1,False,1,106,18
61610,1,1,False,2,51,5
61611,1,1,False,2,51,5
61612,1,1,False,3,40,16
61613,1,1,False,3,40,16
61617,1,1,False,1,179,14
61618,1,1,False,0,-1,18
61620,1,1,False,2,2630,22
61621,1,1,False,2,2630,22
61622,1,1,False,2,2630,22
61626,1,1,False,2,58,14
61629,1,1,False,0,-1,20
61636,1,1,False,1,25,18
61637,1,1,False,0,-1,24
61639,1,1,False,1,64,4
61644,1,1,False,0,-1,8
61645,1,1,False,2,2631,24
61646,1,1,False,2,2631,24
61647,1,1,False,2,2631,24
61649,1,1,False,1,111,14
61651,1,1,False,0,-1,12
61652,1,1,False,1,2632,12
61661,1,1,False,2,25,26
61667,1,1,False,1,2633,25
61668,1,1,False,1,2633,25
61670,1,1,False,1,18,12
61674,1,1,False,2,86,9
61680,1,1,False,1,2634,14
61685,1,1,False,2,86,15
61692,1,1,False,1,73,21
61695,1,1,False,2,63,5
61697,1,1,False,2,63,5
61707,1,1,False,2,6,18
61709,1,1,False,0,-1,17
61710,1,1,False,0,-1,9
61713,1,1,False,1,62,17
61716,1,1,False,1,18,13
61717,1,1,False,2,2635,8
61718,1,1,False,2,2635,8
61719,1,1,False,2,2635,8
61722,1,1,False,3,18,14
61723,1,1,False,3,18,14
61728,1,1,False,0,-1,5
61729,1,1,False,0,-1,22
61733,1,1,False,2,2636,18
61734,1,1,False,2,2636,18
61735,1,1,False,2,2636,18
61738,1,1,False,3,18,18
61742,1,1,False,1,2637,9
61743,1,1,False,1,2637,9
61744,1,1,False,2,18,4
61746,1,1,False,2,18,4
61750,1,1,False,2,62,16
61754,1,1,False,1,2638,20
61755,1,1,False,3,73,12
61759,1,1,False,0,-1,20
61764,1,1,False,0,-1,21
61774,1,1,False,2,72,12
61777,1,1,False,3,18,5
61778,1,1,False,3,18,5
61779,1,1,False,3,18,5
61783,1,1,False,0,-1,20
61784,1,1,False,0,-1,8
61785,1,1,False,2,2639,10
61786,1,1,False,2,2639,10
61787,1,1,False,2,2639,10
61788,1,1,False,0,-1,14
61790,1,1,False,3,72,14
61792,1,1,False,3,72,14
61795,1,1,False,3,95,4
61798,1,1,False,0,-1,6
61799,1,1,False,0,-1,9
61800,1,1,False,2,18,4
61801,1,1,False,2,18,4
61803,1,1,False,0,-1,12
61806,1,1,False,0,-1,5
61808,1,1,False,3,27,18
61809,1,1,False,3,27,18
61810,1,1,False,3,27,18
61818,1,1,False,1,35,20
61820,1,1,False,0,-1,8
61827,1,1,False,3,139,3
61828,1,1,False,1,179,9
61831,1,1,False,3,1449,18
61832,1,1,False,3,1449,18
61833,1,1,False,3,1449,18
61834,1,1,False,0,-1,26
61835,1,1,False,0,-1,5
61836,1,1,False,1,106,5
61839,1,1,False,0,-1,20
61840,1,1,False,1,2640,12
61841,1,1,False,1,2640,12
61844,1,1,False,1,18,11
61845,1,1,False,0,-1,18
61846,1,1,False,0,-1,22
61847,1,1,False,2,3,12
61849,1,1,False,2,3,12
61850,1,1,False,0,-1,8
61852,1,1,False,0,-1,12
61854,1,1,False,1,137,6
61856,1,1,False,3,59,6
61857,1,1,False,3,59,6
61859,1,1,False,3,59,6
61861,1,1,False,2,72,9
61863,1,1,False,1,70,17
61865,1,1,False,1,2641,12
61866,1,1,False,1,2641,12
61868,1,1,False,1,6,17
61871,1,1,False,0,-1,14
61872,1,1,False,2,2642,18
61873,1,1,False,2,2642,18
61874,1,1,False,2,2642,18
61877,1,1,False,0,-1,9
61879,1,1,False,0,-1,12
61881,1,1,False,1,2643,9
61882,1,1,False,3,40,9
61883,1,1,False,3,40,9
61886,1,1,False,0,-1,18
61887,1,1,False,2,139,12
61888,1,1,False,2,139,12
61892,1,1,False,2,105,12
61893,1,1,False,2,105,12
61895,1,1,False,0,-1,5
61900,1,1,False,1,2644,22
61901,1,1,False,1,2644,22
61903,1,1,False,1,95,12
61907,1,1,False,0,-1,5
61908,1,1,False,1,2645,13
61909,1,1,False,1,2645,13
61910,1,1,False,0,-1,25
61911,1,1,False,0,-1,7
61913,1,1,False,0,-1,5
61915,1,1,False,0,-1,5
61916,1,1,False,1,95,22
61919,1,1,False,1,35,17
61924,1,1,False,3,35,7
61925,1,1,False,0,-1,13
61927,1,1,False,0,-1,18
61932,1,1,False,2,86,16
61934,1,1,False,3,26,5
61935,1,1,False,3,26,5
61937,1,1,False,3,26,5
61939,1,1,False,1,18,5
61941,1,1,False,1,51,12
61946,1,1,False,1,142,12
61947,1,1,False,2,56,13
61949,1,1,False,2,56,13
61952,1,1,False,3,12,8
61957,1,1,False,2,54,25
61959,1,1,False,2,54,25
61960,1,1,False,1,95,20
61967,1,1,False,0,-1,12
61968,1,1,False,0,-1,13
61970,1,1,False,3,54,28
61971,1,1,False,3,54,28
61972,1,1,False,3,54,28
61973,1,1,False,3,137,11
61978,1,1,False,1,51,12
61979,1,1,False,1,70,13
61984,1,1,False,0,-1,9
61985,1,1,False,0,-1,12
61987,1,1,False,1,19,18
61992,1,1,False,1,2646,5
61993,1,1,False,1,2646,5
61994,1,1,False,0,-1,14
61995,1,1,False,2,30,22
61997,1,1,False,2,30,22
61999,1,1,False,1,31,17
62002,1,1,False,3,40,28
62003,1,1,False,3,40,28
62006,1,1,False,0,-1,5
62007,1,1,False,0,-1,5
62009,1,1,False,1,2648,27
62012,1,1,False,0,-1,18
62014,1,1,False,0,-1,18
62015,1,1,False,0,-1,20
62018,1,1,False,0,-1,12
62019,1,1,False,1,2649,13
62020,1,1,False,1,2649,13
62021,1,1,False,2,86,14
62026,1,1,False,0,-1,20
62027,1,1,False,1,59,5
62029,1,1,False,2,2650,8
62030,1,1,False,2,2650,8
62031,1,1,False,2,2650,8
62034,1,1,False,2,43,27
62036,1,1,False,0,-1,26
62038,1,1,False,1,16,22
62040,1,1,False,2,40,20
62041,1,1,False,2,40,20
62042,1,1,False,0,-1,12
62045,1,1,False,0,-1,14
62046,1,1,False,3,16,27
62047,1,1,False,3,16,27
62051,1,1,False,2,673,24
62053,1,1,False,0,-1,18
62057,1,1,False,0,-1,7
62061,1,1,False,3,179,18
62065,1,1,False,2,2651,8
62066,1,1,False,2,2651,8
62067,1,1,False,2,2651,8
62069,1,1,False,2,31,5
62072,1,1,False,1,142,17
62073,1,1,False,2,2652,25
62074,1,1,False,2,2652,25
62075,1,1,False,2,2652,25
62076,1,1,False,1,2653,24
62077,1,1,False,1,2653,24
62079,1,1,False,2,111,13
62082,1,1,False,1,2654,7
62083,1,1,False,1,2654,7
62084,1,1,False,0,-1,17
62086,1,1,False,1,2,9
62087,1,1,False,0,-1,4
62088,1,1,False,0,-1,20
62089,1,1,False,0,-1,15
62091,1,1,False,1,18,2
62095,1,1,False,0,-1,22
62096,1,1,False,0,-1,6
62097,1,1,False,0,-1,12
62099,1,1,False,2,2655,14
62100,1,1,False,2,2655,14
62101,1,1,False,2,2655,14
62104,1,1,False,2,40,15
62105,1,1,False,2,0,13
62106,1,1,False,2,0,13
62108,1,1,False,2,43,14
62110,1,1,False,2,43,14
62111,1,1,False,0,-1,25
62113,1,1,False,1,62,12
62114,1,1,False,0,-1,19
62115,1,1,False,1,19,18
62118,1,1,False,0,-1,12
62121,1,1,False,1,25,9
62122,1,1,False,0,-1,15
62123,1,1,False,0,-1,5
62124,1,1,False,2,2656,12
62125,1,1,False,2,2656,12
62126,1,1,False,2,2656,12
62127,1,1,False,2,25,14
62128,1,1,False,2,25,14
62131,1,1,False,1,2657,23
62132,1,1,False,1,2657,23
62135,1,1,False,0,-1,18
62136,1,1,False,0,-1,18
62141,1,1,False,0,-1,20
62142,1,1,False,2,45,20
62143,1,1,False,2,45,20
62148,1,1,False,3,18,8
62151,1,1,False,3,18,8
62152,1,1,False,1,137,12
62155,1,1,False,0,-1,20
62157,1,1,False,1,43,9
62159,1,1,False,1,2658,9
62160,1,1,False,1,2658,9
62162,1,1,False,1,2659,9
62163,1,1,False,1,2659,9
62165,1,1,False,1,2660,9
62166,1,1,False,1,2660,9
62167,1,1,False,1,2661,22
62168,1,1,False,1,2661,22
62169,1,1,False,0,-1,13
62172,1,1,False,1,126,5
62179,1,1,False,1,95,12
62180,1,1,False,1,27,7
62182,1,1,False,2,80,22
62184,1,1,False,2,80,22
62185,1,1,False,1,2662,14
62186,1,1,False,1,2662,14
62187,1,1,False,2,58,20
62188,1,1,False,2,58,20
62190,1,1,False,0,-1,18
62195,1,1,False,3,26,8
62198,1,1,False,2,2663,9
62199,1,1,False,2,2663,9
62200,1,1,False,2,2663,9
62202,1,1,False,1,80,23
62205,1,1,False,2,40,12
62206,1,1,False,0,-1,5
62207,1,1,False,0,-1,15
62212,1,1,False,3,27,12
62214,1,1,False,3,27,12
62215,1,1,False,0,-1,14
62217,1,1,False,0,-1,20
62218,1,1,False,0,-1,26
62219,1,1,False,2,58,12
62220,1,1,False,2,58,12
62223,1,1,False,1,2664,26
62224,1,1,False,1,2664,26
62227,1,1,False,0,-1,17
62229,1,1,False,2,54,25
62231,1,1,False,3,53,6
62232,1,1,False,3,53,6
62235,1,1,False,0,-1,25
62238,1,1,False,0,-1,26
62240,1,1,False,1,2665,8
62242,1,1,False,1,2666,21
62243,1,1,False,1,2666,21
62244,1,1,False,2,10,6
62249,1,1,False,2,27,17
62250,1,1,False,0,-1,14
62255,1,1,False,2,106,5
62257,1,1,False,2,106,5
62259,1,1,False,1,2667,20
62262,1,1,False,0,-1,9
62263,1,1,False,0,-1,14
62264,1,1,False,0,-1,26
62265,1,1,False,0,-1,2
62267,1,1,False,0,-1,6
62274,1,1,False,1,53,1
62276,1,1,False,0,-1,28
62277,1,1,False,0,-1,4
62281,1,1,False,1,26,4
62283,1,1,False,1,58,2
62285,1,1,False,2,139,23
62291,1,1,False,3,27,13
62293,1,1,False,0,-1,23
62297,1,1,False,0,-1,8
62298,1,1,False,2,73,4
62301,1,1,False,2,2668,15
62302,1,1,False,2,2668,15
62303,1,1,False,2,2668,15
62308,1,1,False,0,-1,4
62309,1,1,False,0,-1,11
62310,1,1,False,0,-1,7
62312,1,1,False,1,164,18
62314,1,1,False,0,-1,9
62316,1,1,False,3,26,12
62321,1,1,False,1,2669,18
62322,1,1,False,1,2669,18
62326,1,1,False,3,22,12
62330,1,1,False,0,-1,5
62331,1,1,False,1,139,20
62337,1,1,False,2,26,17
62342,1,1,False,0,-1,5
62347,1,1,False,2,12,23
62348,1,1,False,2,12,23
62356,1,1,False,0,-1,19
62358,1,1,False,1,14,28
62360,1,1,False,0,-1,26
62361,1,1,False,0,-1,20
62368,1,1,False,1,2670,5
62369,1,1,False,0,-1,5
62371,1,1,False,0,-1,17
62373,1,1,False,2,2671,12
62374,1,1,False,2,2671,12
62376,1,1,False,2,80,4
62379,1,1,False,0,-1,17
62381,1,1,False,0,-1,3
62382,1,1,False,0,-1,15
62383,1,1,False,0,-1,14
62392,1,1,False,2,63,7
62395,1,1,False,1,2435,2
62396,1,1,False,3,139,12
62398,1,1,False,3,139,12
62401,1,1,False,2,95,13
62402,1,1,False,2,95,13
62405,1,1,False,3,95,24
62408,1,1,False,0,-1,14
62412,1,1,False,1,95,12
62417,1,1,False,1,2672,20
62418,1,1,False,1,2672,20
62419,1,1,False,0,-1,14
62421,1,1,False,1,114,8
62423,1,1,False,0,-1,5
62425,1,1,False,3,26,17
62430,1,1,False,1,25,15
62431,1,1,False,0,-1,12
62434,1,1,False,1,26,9
62436,1,1,False,0,-1,5
62437,1,1,False,2,18,25
62441,1,1,False,2,26,8
62445,1,1,False,1,105,5
62446,1,1,False,1,2673,14
62447,1,1,False,1,2673,14
62450,1,1,False,3,58,2
62453,1,1,False,0,-1,9
62454,1,1,False,2,1607,26
62456,1,1,False,2,1607,26
62459,1,1,False,2,74,27
62460,1,1,False,2,74,27
62462,1,1,False,1,2674,18
62463,1,1,False,1,2674,18
62464,1,1,False,0,-1,5
62465,1,1,False,3,95,13
62471,1,1,False,2,58,12
62472,1,1,False,2,58,12
62474,1,1,False,0,-1,5
62476,1,1,False,2,30,19
62478,1,1,False,1,25,12
62482,1,1,False,2,27,12
62484,1,1,False,2,27,12
62489,1,1,False,1,68,13
62493,1,1,False,3,40,9
62497,1,1,False,3,80,12
62498,1,1,False,3,80,12
62499,1,1,False,0,-1,12
62500,1,1,False,0,-1,2
62502,1,1,False,1,53,26
62512,1,1,False,3,26,12
62513,1,1,False,0,-1,18
62514,1,1,False,0,-1,26
62517,1,1,False,1,53,2
62519,1,1,False,0,-1,15
62521,1,1,False,3,14,27
62525,1,1,False,2,2675,5
62526,1,1,False,2,2675,5
62527,1,1,False,2,2675,5
62530,1,1,False,1,1537,14
62535,1,1,False,0,-1,12
62536,1,1,False,2,2676,6
62537,1,1,False,2,2676,6
62538,1,1,False,2,2676,6
62539,1,1,False,1,1483,5
62543,1,1,False,1,35,8
62545,1,1,False,1,2677,28
62546,1,1,False,1,2677,28
62550,1,1,False,0,-1,11
62554,1,1,False,3,111,27
62557,1,1,False,2,22,24
62559,1,1,False,2,53,12
62561,1,1,False,2,53,12
62562,1,1,False,3,25,22
62566,1,1,False,2,111,20
62569,1,1,False,0,-1,15
62571,1,1,False,0,-1,6
62575,1,1,False,1,64,17
62579,1,1,False,1,22,21
62581,1,1,False,1,73,12
62583,1,1,False,0,-1,18
62584,1,1,False,0,-1,5
62587,1,1,False,1,135,14
62588,1,1,False,1,3,25
62592,1,1,False,1,2678,15
62593,1,1,False,1,2678,15
62594,1,1,False,1,53,13
62599,1,1,False,1,105,28
62600,1,1,False,0,-1,20
62602,1,1,False,3,27,20
62606,1,1,False,1,30,14
62608,1,1,False,2,14,13
62617,1,1,False,3,2679,12
62619,1,1,False,3,2679,12
62621,1,1,False,1,30,5
62626,1,1,False,3,139,8
62628,1,1,False,1,114,10
62630,1,1,False,1,2680,20
62631,1,1,False,1,2680,20
62632,1,1,False,2,40,6
62640,1,1,False,2,95,17
62642,1,1,False,2,95,17
62644,1,1,False,3,27,14
62645,1,1,False,3,27,14
62649,1,1,False,2,27,14
62651,1,1,False,0,-1,15
62652,1,1,False,1,1093,5
62655,1,1,False,0,-1,12
62657,1,1,False,1,2681,12
62659,1,1,False,2,25,14
62661,1,1,False,0,-1,25
62662,1,1,False,1,2682,9
62663,1,1,False,1,2682,9
62664,1,1,False,0,-1,5
62668,1,1,False,2,25,4
62669,1,1,False,2,2683,12
62670,1,1,False,2,2683,12
62671,1,1,False,2,2683,12
62674,1,1,False,2,72,9
62676,1,1,False,2,2,14
62677,1,1,False,2,2,14
62678,1,1,False,2,114,5
62680,1,1,False,2,114,5
62683,1,1,False,1,139,12
62687,1,1,False,1,7,14
62692,1,1,False,1,25,12
62693,1,1,False,3,139,12
62697,1,1,False,1,53,18
62699,1,1,False,0,-1,18
62703,1,1,False,1,45,18
62709,1,1,False,2,10,13
62712,1,1,False,1,2684,1
62713,1,1,False,1,2684,1
62714,1,1,False,1,139,25
62716,1,1,False,2,95,11
62724,1,1,False,3,2685,18
62726,1,1,False,3,2685,18
62727,1,1,False,3,2685,18
62728,1,1,False,0,-1,7
62729,1,1,False,2,25,12
62732,1,1,False,0,-1,18
62733,1,1,False,0,-1,5
62735,1,1,False,1,48,9
62737,1,1,False,0,-1,25
62738,1,1,False,1,25,12
62742,1,1,False,1,22,20
62744,1,1,False,2,22,12
62745,1,1,False,2,22,12
62748,1,1,False,2,139,5
62750,1,1,False,2,139,5
62754,1,1,False,1,2686,8
62755,1,1,False,1,2687,28
62756,1,1,False,1,2687,28
62757,1,1,False,0,-1,8
62758,1,1,False,0,-1,13
62762,1,1,False,1,26,14
62764,1,1,False,0,-1,25
62765,1,1,False,0,-1,14
62767,1,1,False,1,58,20
62769,1,1,False,1,95,22
62770,1,1,False,1,2688,6
62771,1,1,False,1,2688,6
62772,1,1,False,1,2689,20
62777,1,1,False,3,73,5
62780,1,1,False,3,70,14
62782,1,1,False,3,70,14
62786,1,1,False,3,27,12
62788,1,1,False,1,2690,14
62789,1,1,False,1,2690,14
62793,1,1,False,0,-1,14
62798,1,1,False,0,-1,18
62804,1,1,False,2,164,12
62805,1,1,False,2,164,12
62806,1,1,False,1,877,9
62809,1,1,False,1,18,24
62813,1,1,False,2,135,4
62818,1,1,False,0,-1,12
62821,1,1,False,0,-1,22
62823,1,1,False,0,-1,28
62825,1,1,False,1,3,13
62826,1,1,False,0,-1,12
62830,1,1,False,1,105,4
62832,1,1,False,1,26,20
62836,1,1,False,1,97,9
62840,1,1,False,1,2691,12
62841,1,1,False,1,2691,12
62844,1,1,False,3,58,22
62845,1,1,False,3,58,22
62846,1,1,False,1,22,18
62848,1,1,False,3,59,18
62849,1,1,False,3,59,18
62851,1,1,False,3,59,18
62853,1,1,False,3,2692,27
62855,1,1,False,3,2692,27
62856,1,1,False,3,2692,27
62857,1,1,False,0,-1,18
62859,1,1,False,0,-1,7
62860,1,1,False,1,2693,8
62861,1,1,False,1,2693,8
62863,1,1,False,0,-1,14
62866,1,1,False,0,-1,13
62868,1,1,False,0,-1,20
62869,1,1,False,0,-1,14
62871,1,1,False,1,2694,8
62872,1,1,False,1,2694,8
62875,1,1,False,0,-1,12
62879,1,1,False,1,10,18
62881,1,1,False,0,-1,13
62883,1,1,False,2,45,15
62889,1,1,False,1,40,5
62891,1,1,False,2,10,18
62896,1,1,False,2,2695,22
62897,1,1,False,2,2695,22
62898,1,1,False,2,2695,22
62899,1,1,False,1,2696,18
62900,1,1,False,1,2696,18
62903,1,1,False,3,40,14
62912,1,1,False,0,-1,18
62914,1,1,False,1,95,20
62916,1,1,False,1,27,28
62919,1,1,False,1,14,25
62922,1,1,False,2,2697,12
62923,1,1,False,2,2697,12
62924,1,1,False,0,-1,9
62927,1,1,False,2,26,6
62928,1,1,False,3,10,15
62935,1,1,False,1,22,9
62941,1,1,False,1,45,15
62943,1,1,False,0,-1,22
62945,1,1,False,1,40,14
62946,1,1,False,0,-1,22
62948,1,1,False,3,45,20
62949,1,1,False,3,45,20
62953,1,1,False,0,-1,18
62955,1,1,False,0,-1,28
62956,1,1,False,0,-1,12
62957,1,1,False,1,26,15
62964,1,1,False,0,-1,25
62965,1,1,False,0,-1,20
62968,1,1,False,1,1963,14
62969,1,1,False,0,-1,18
62976,1,1,False,0,-1,13
62982,1,1,False,0,-1,5
62983,1,1,False,0,-1,13
62985,1,1,False,1,64,24
62988,1,1,False,2,22,15
62989,1,1,False,2,22,15
62990,1,1,False,0,-1,12
62991,1,1,False,0,-1,13
62993,1,1,False,1,56,14
62998,1,1,False,0,-1,6
63000,1,1,False,2,2698,5
63001,1,1,False,2,2698,5
63002,1,1,False,2,2698,5
63006,1,1,False,2,93,20
63009,1,1,False,1,2699,22
63010,1,1,False,1,2699,22
63012,1,1,False,1,2700,2
63013,1,1,False,1,2700,2
63015,1,1,False,1,921,12
63018,1,1,False,0,-1,18
63019,1,1,False,1,27,18
63021,1,1,False,1,2701,26
63022,1,1,False,1,2701,26
63023,1,1,False,0,-1,5
63024,1,1,False,2,95,19
63025,1,1,False,2,95,19
63028,1,1,False,1,1537,20
63031,1,1,False,1,2702,18
63032,1,1,False,1,2702,18
63034,1,1,False,2,114,9
63036,1,1,False,1,73,28
63039,1,1,False,0,-1,6
63040,1,1,False,0,-1,20
63042,1,1,False,2,31,13
63045,1,1,False,0,-1,9
63050,1,1,False,0,-1,2
63053,1,1,False,2,3,20
63055,1,1,False,1,30,4
63056,1,1,False,2,53,14
63058,1,1,False,2,53,14
63059,1,1,False,0,-1,11
63060,1,1,False,0,-1,2
63062,1,1,False,0,-1,14
63066,1,1,False,0,-1,11
63070,1,1,False,3,27,18
63071,1,1,False,0,-1,12
63072,1,1,False,0,-1,11
63075,1,1,False,0,-1,8
63076,1,1,False,0,-1,27
63078,1,1,False,1,2703,5
63080,1,1,False,1,45,12
63082,1,1,False,0,-1,15
