ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
32722,31726,1,2025-10-03,1,21,902,12284,62,54729,1,0
32723,31728,1,2025-02-05,1,21,913,12462,62,54731,1,0
32724,31728,1,2025-03-09,1,21,913,12462,62,54733,1,0
32725,31730,2,2025-11-27,1,21,914,12482,62,54736,1,0
32726,31731,1,2025-08-06,1,21,904,12324,62,54739,1,0
32727,31732,1,2025-06-18,1,21,913,12467,63,54741,1,0
32728,31733,1,2025-06-24,1,21,908,12378,61,54745,1,0
32729,31733,1,2025-07-05,1,21,908,12378,61,54746,1,0
32730,31734,1,2025-12-19,1,21,906,12350,62,54747,1,0
32731,31735,2,2025-04-03,1,21,911,12426,63,54748,1,0
32732,31736,1,2025-09-22,1,21,900,12258,62,54749,1,0
32733,31736,1,2025-10-13,1,21,900,12258,62,54750,1,0
32734,31736,1,2025-09-22,1,21,900,12258,62,54751,1,0
32735,31736,2,2025-11-02,1,21,900,12258,62,54752,1,0
32736,31737,1,2025-09-28,1,21,912,12447,61,54753,1,0
32737,31737,1,2025-10-23,1,21,912,12447,61,54754,1,0
32738,31738,1,2025-10-29,1,21,894,12180,63,54756,1,0
32739,31739,1,2025-11-23,1,21,898,12235,61,54757,1,0
32740,31739,2,2025-12-11,1,21,898,12235,61,54758,1,0
32741,31739,1,2025-11-25,1,21,898,12235,61,54760,1,0
32742,31740,1,2025-03-27,1,21,914,12476,63,54761,1,0
32743,31741,1,2025-08-26,1,21,909,12396,63,54762,1,0
32744,31741,2,2025-07-31,1,21,909,12396,63,54763,1,0
32745,31742,1,2025-04-22,1,21,902,12285,61,54764,1,0
32746,31744,2,2025-08-03,1,21,903,12307,63,54766,1,0
32747,31745,1,2025-09-19,1,21,906,12347,62,54769,1,0
32748,31746,2,2025-04-10,1,21,898,12234,62,54770,1,0
32749,31747,1,2025-04-10,1,21,915,12499,62,54771,1,0
32750,31747,1,2025-03-26,1,21,915,12499,62,54772,1,0
32751,31747,1,2025-04-17,1,21,915,12499,62,54773,1,0
32752,31748,1,2025-11-10,1,21,910,12411,61,54775,1,0
32753,31749,2,2025-09-24,1,21,907,12369,63,54777,1,0
32754,31750,1,2025-07-01,1,21,902,12286,62,54779,1,0
32755,31751,1,2025-05-01,1,21,895,12184,61,54781,1,0
32756,31752,1,2025-05-16,1,21,906,12357,61,54782,1,0
32757,31753,1,2025-07-25,1,21,898,12233,61,54783,1,0
32758,31754,1,2025-05-06,1,21,903,12306,63,54784,1,0
32759,31754,1,2025-05-12,1,21,903,12306,63,54786,1,0
32760,31755,1,2025-06-09,1,21,901,12279,63,54787,1,0
32761,31756,2,2025-03-15,1,21,905,12325,63,54789,1,0
32762,31756,1,2025-03-01,1,21,905,12325,63,54790,1,0
32763,31757,1,2025-07-03,1,21,894,12182,63,54791,1,1
32764,31758,1,2025-06-23,1,21,909,12397,63,54793,1,0
32765,31758,1,2025-06-09,1,21,909,12397,63,54794,1,0
32766,31760,1,2025-02-25,1,21,904,12318,61,54796,1,0
32767,31760,1,2025-03-05,1,21,904,12318,61,54797,1,0
32768,31761,1,2025-05-20,1,21,914,12480,61,54799,1,0
32769,31761,1,2025-05-08,1,21,914,12480,61,54800,1,0
32770,31762,1,2026-01-11,1,21,915,12498,61,54801,1,0
32771,31763,2,2025-06-11,1,21,912,12443,63,54804,1,0
32772,31763,1,2025-06-08,1,21,912,12443,63,54805,1,0
32773,31763,1,2025-06-01,1,21,912,12443,63,54806,1,0
32774,31764,1,2025-10-12,1,21,899,12250,62,54807,1,0
32775,31765,1,2025-07-21,1,21,896,12211,61,54808,1,0
32776,31767,1,2025-08-16,1,21,911,12430,63,54810,1,0
32777,31768,1,2025-06-24,1,21,895,12197,62,54811,1,0
32778,31772,1,2025-08-16,1,21,895,12193,63,54819,1,0
32779,31773,2,2025-03-20,1,21,895,12184,63,54820,1,0
32780,31774,1,2025-12-07,1,21,903,12302,61,54822,1,0
32781,31775,1,2025-07-31,1,21,910,12422,62,54823,1,0
32782,31776,1,2025-07-06,1,21,911,12435,61,54824,1,0
32783,31776,1,2025-06-29,1,21,911,12435,61,54825,1,0
32784,31777,2,2025-03-21,1,21,912,12453,63,54827,1,0
32785,31778,1,2025-08-02,1,21,916,12512,63,54828,1,0
32786,31778,1,2025-07-29,1,21,916,12512,63,54829,1,0
32787,31779,1,2025-04-04,1,21,905,12343,61,54832,1,0
32788,31782,1,2023-04-12,1,22,939,12844,65,54836,1,0
32789,31783,1,2023-05-27,1,22,930,12705,65,54837,1,0
32790,31783,1,2023-04-26,1,22,930,12705,65,54838,1,0
32791,31784,1,2023-12-12,1,22,928,12673,65,54839,1,0
32792,31786,2,2023-05-15,1,22,937,12807,65,54841,1,0
32793,31786,2,2023-06-24,1,22,937,12807,65,54842,1,0
32794,31786,2,2023-07-02,1,22,937,12807,65,54843,1,0
32795,31787,1,2023-10-08,1,22,940,12854,64,54844,1,0
32796,31789,1,2023-10-16,1,22,928,12669,64,54846,1,0
32797,31789,1,2023-10-10,1,22,928,12669,64,54847,1,0
32798,31790,2,2023-02-22,1,22,923,12601,66,54849,1,0
32799,31791,1,2023-04-06,1,22,929,12687,64,54850,1,0
32800,31793,1,2023-06-15,1,22,937,12816,65,54852,1,0
32801,31794,1,2023-06-11,1,22,922,12594,66,54854,1,1
32802,31796,2,2023-05-02,1,22,919,12558,65,54858,1,0
32803,31797,1,2023-03-03,1,22,920,12564,65,54860,1,0
32804,31798,1,2023-07-06,1,22,920,12564,66,54861,1,0
32805,31799,2,2023-11-25,1,22,926,12647,64,54863,1,0
32806,31800,1,2023-05-15,1,22,931,12712,64,54865,1,1
32807,31801,2,2023-10-03,1,22,920,12562,64,54866,1,0
32808,31803,1,2023-10-17,1,22,921,12576,65,54870,1,0
32809,31805,2,2023-06-13,1,22,927,12667,64,54875,1,0
32810,31807,1,2023-08-18,1,22,931,12713,65,54877,1,0
32811,31808,1,2023-09-15,1,22,936,12792,64,54878,1,0
32812,31808,1,2023-09-07,1,22,936,12792,64,54879,1,0
32813,31808,1,2023-10-13,1,22,936,12792,64,54880,1,0
32814,31810,1,2023-01-25,1,22,930,12700,65,54882,1,0
32815,31813,1,2023-08-02,1,22,920,12561,64,54885,1,0
32816,31815,1,2023-11-14,1,22,939,12845,65,54888,1,0
32817,31816,1,2023-04-22,1,22,922,12585,66,54889,1,0
32818,31816,1,2023-04-12,1,22,922,12585,66,54890,1,0
32819,31817,1,2023-09-11,1,22,928,12674,64,54892,1,0
32820,31817,1,2023-07-29,1,22,928,12674,64,54893,1,0
32821,31818,1,2023-08-15,1,22,923,12605,65,54894,1,0
32822,31819,1,2023-11-29,1,22,933,12753,66,54895,1,0
32823,31819,1,2023-11-22,1,22,933,12753,66,54896,1,0
32824,31820,1,2023-12-11,1,22,934,12767,66,54897,1,0
32825,31822,1,2023-06-03,1,22,925,12626,65,54901,1,0
32826,31823,2,2023-12-23,1,22,925,12631,65,54902,1,0
32827,31824,1,2024-01-25,1,22,918,12534,65,54903,1,0
32828,31825,1,2023-12-29,1,22,934,12758,66,54904,1,0
32829,31826,1,2023-10-28,1,22,934,12760,64,54907,1,0
32830,31826,1,2023-10-27,1,22,934,12760,64,54908,1,0
32831,31828,1,2023-05-26,1,22,937,12814,66,54910,1,0
32832,31829,1,2023-12-30,1,22,925,12619,65,54911,1,0
32833,31832,1,2024-01-17,1,22,921,12573,66,54916,1,0
32834,31832,1,2023-12-26,1,22,921,12573,66,54917,1,0
32835,31834,1,2023-03-21,1,22,925,12621,66,54919,1,0
32836,31836,1,2023-07-30,1,22,926,12640,65,54922,1,0
32837,31837,2,2023-07-23,1,22,931,12718,64,54923,1,0
32838,31838,1,2023-11-12,1,22,935,12782,64,54924,1,0
32839,31838,1,2023-10-27,1,22,935,12782,64,54925,1,0
32840,31838,1,2023-11-20,1,22,935,12782,64,54926,1,0
32841,31839,1,2023-08-14,1,22,924,12617,66,54928,1,0
32842,31841,1,2023-04-21,1,22,923,12602,64,54930,1,0
32843,31841,2,2023-06-02,1,22,923,12602,64,54931,1,0
32844,31843,1,2023-02-22,1,22,924,12612,65,54933,1,0
32845,31844,1,2023-11-03,1,22,922,12592,66,54934,1,0
32846,31845,1,2023-07-30,1,22,940,12847,64,54935,1,0
32847,31845,2,2023-08-12,1,22,940,12847,64,54937,1,0
32848,31846,2,2023-03-02,1,22,938,12827,66,54938,1,0
32849,31847,1,2023-02-26,1,22,929,12692,65,54940,1,0
32850,31849,1,2023-11-25,1,22,939,12845,66,54942,1,0
32851,31851,1,2023-10-06,1,22,922,12592,65,54944,1,0
32852,31852,1,2023-10-10,1,22,926,12638,65,54945,1,0
32853,31852,1,2023-10-18,1,22,926,12638,65,54946,1,0
32854,31853,1,2023-12-17,1,22,918,12537,66,54947,1,0
32855,31853,1,2023-10-18,1,22,918,12537,66,54948,1,0
32856,31854,1,2023-12-19,1,22,920,12569,66,54950,1,0
32857,31858,1,2023-12-27,1,22,922,12597,65,54954,1,0
32858,31859,1,2023-09-25,1,22,922,12594,64,54955,1,0
32859,31860,1,2023-10-04,1,22,932,12737,65,54957,1,0
32860,31861,2,2023-02-22,1,22,933,12755,64,54958,1,0
32861,31861,1,2023-02-26,1,22,933,12755,64,54959,1,0
32862,31862,1,2023-08-31,1,22,941,12864,64,54961,1,0
32863,31862,1,2023-09-14,1,22,941,12864,64,54962,1,0
32864,31863,1,2023-11-13,1,22,939,12839,64,54965,1,0
32865,31866,1,2024-01-22,1,22,937,12809,66,54968,1,0
32866,31867,1,2023-03-12,1,22,935,12787,66,54969,1,0
32867,31868,1,2023-03-12,1,22,918,12550,66,54970,1,0
32868,31869,1,2023-09-07,1,22,925,12623,65,54972,1,0
32869,31871,1,2023-08-09,1,22,929,12682,65,54977,1,0
32870,31872,1,2023-03-16,1,22,932,12739,66,54978,1,0
32871,31873,2,2023-09-30,1,22,935,12775,66,54980,1,0
32872,31874,2,2023-03-09,1,22,929,12687,65,54981,1,0
32873,31874,1,2023-03-19,1,22,929,12687,65,54982,1,0
32874,31875,1,2023-08-01,1,22,935,12780,65,54983,1,0
32875,31875,2,2023-07-23,1,22,935,12780,65,54984,1,0
32876,31876,1,2023-05-11,1,22,932,12737,64,54985,1,0
32877,31876,1,2023-04-04,1,22,932,12737,64,54986,1,0
32878,31879,1,2023-02-16,1,22,929,12687,65,54991,1,0
32879,31880,1,2023-02-19,1,22,939,12845,66,54992,1,0
32880,31880,1,2023-01-19,1,22,939,12845,66,54994,1,0
32881,31881,1,2023-12-04,1,22,919,12556,66,54995,1,0
32882,31882,1,2023-07-13,1,22,933,12752,66,54996,1,0
32883,31883,1,2023-06-09,1,22,940,12854,66,54998,1,0
32884,31883,1,2023-05-26,1,22,940,12854,66,54999,1,0
32885,31883,1,2023-06-28,1,22,940,12854,66,55000,1,0
32886,31884,1,2023-07-16,1,22,941,12866,65,55001,1,0
32887,31885,1,2023-02-18,1,22,927,12659,64,55002,1,0
32888,31885,1,2023-01-02,1,22,927,12659,64,55003,1,0
32889,31886,1,2023-08-07,1,22,927,12665,65,55004,1,0
32890,31888,2,2023-11-02,1,22,926,12653,65,55006,1,0
32891,31891,1,2023-10-14,1,22,931,12724,66,55012,1,0
32892,31892,1,2023-09-01,1,22,917,12518,65,55015,1,0
32893,31893,2,2023-05-17,1,22,918,12545,66,55016,1,0
32894,31895,1,2023-11-10,1,22,936,12797,65,55019,1,0
32895,31896,1,2023-03-03,1,22,920,12564,65,55020,1,0
32896,31897,1,2023-03-28,1,22,939,12843,65,55024,1,0
32897,31899,1,2023-09-30,1,22,922,12597,65,55027,1,0
32898,31900,1,2023-06-05,1,22,921,12583,65,55028,1,0
32899,31901,2,2023-06-22,1,22,918,12537,66,55029,1,0
32900,31902,1,2023-08-23,1,22,941,12865,65,55031,1,0
32901,31902,1,2023-10-15,1,22,941,12865,65,55032,1,0
32902,31902,1,2023-10-10,1,22,941,12865,65,55033,1,0
32903,31903,1,2023-02-27,1,22,918,12546,65,55034,1,0
32904,31904,2,2023-07-29,1,22,918,12550,66,55035,1,0
32905,31905,1,2023-04-09,1,22,938,12818,65,55036,1,0
32906,31905,1,2023-02-22,1,22,938,12818,65,55038,1,0
32907,31906,2,2023-05-02,1,22,919,12551,66,55040,1,0
32908,31908,2,2023-04-03,1,22,937,12813,66,55043,1,0
32909,31909,2,2023-11-15,1,22,924,12611,64,55045,1,0
32910,31910,2,2023-08-29,1,22,930,12704,65,55049,1,0
32911,31911,1,2023-06-29,1,22,925,12628,64,55050,1,0
32912,31912,1,2023-09-12,1,22,928,12675,65,55051,1,0
32913,31913,1,2023-08-26,1,22,933,12756,66,55053,1,0
32914,31916,1,2023-11-01,1,22,935,12772,65,55059,1,0
32915,31917,1,2023-10-08,1,22,938,12821,66,55063,1,0
32916,31918,2,2023-05-13,1,22,927,12662,65,55064,1,0
32917,31918,1,2023-05-10,1,22,927,12662,65,55065,1,0
32918,31919,1,2023-06-11,1,22,917,12519,65,55066,1,0
32919,31920,1,2024-01-03,1,22,923,12604,65,55067,1,0
32920,31921,1,2023-10-30,1,22,927,12658,64,55068,1,0
32921,31921,1,2023-12-13,1,22,927,12658,64,55069,1,0
32922,31922,1,2023-05-10,1,22,932,12746,64,55071,1,0
32923,31923,1,2023-12-11,1,22,917,12523,65,55072,1,0
32924,31924,2,2024-01-15,1,22,926,12650,65,55075,1,0
32925,31925,1,2023-05-30,1,22,924,12616,65,55076,1,0
32926,31926,2,2023-04-22,1,22,922,12597,66,55077,1,0
32927,31927,1,2023-04-01,1,22,936,12789,65,55078,1,0
32928,31928,1,2023-04-09,1,22,932,12745,66,55080,1,0
32929,31929,1,2023-02-16,1,22,917,12522,64,55081,1,0
32930,31929,1,2023-01-21,1,22,917,12522,64,55082,1,0
32931,31930,2,2023-05-14,1,22,931,12720,64,55084,1,0
32932,31931,1,2023-02-16,1,22,935,12785,65,55085,1,0
32933,31932,1,2023-04-15,1,22,938,12831,65,55088,1,0
32934,31933,1,2023-05-12,1,22,928,12672,64,55089,1,0
32935,31935,2,2024-01-21,1,22,918,12544,64,55092,1,0
32936,31935,1,2024-01-17,1,22,918,12544,64,55094,1,0
32937,31937,1,2023-04-27,1,22,933,12756,66,55097,1,0
32938,31938,2,2023-06-03,1,22,919,12560,66,55099,1,1
32939,31941,2,2023-07-05,1,22,939,12837,66,55102,1,0
32940,31942,1,2023-03-18,1,22,933,12752,66,55103,1,0
32941,31944,1,2023-03-25,1,22,929,12677,66,55106,1,0
32942,31945,1,2023-10-08,1,22,923,12600,64,55108,1,0
32943,31946,1,2023-02-24,1,22,938,12825,64,55110,1,0
32944,31946,1,2023-04-03,1,22,938,12825,64,55111,1,1
32945,31947,1,2023-08-25,1,22,937,12812,65,55112,1,0
32946,31948,1,2023-03-03,1,22,926,12638,64,55114,1,0
32947,31950,1,2023-05-29,1,22,922,12588,66,55117,1,0
32948,31951,1,2023-03-02,1,22,940,12854,65,55118,1,0
32949,31951,1,2023-03-05,1,22,940,12854,65,55119,1,0
32950,31951,1,2023-01-28,1,22,940,12854,65,55120,1,0
32951,31952,1,2023-05-08,1,22,936,12804,66,55121,1,0
32952,31952,1,2023-06-08,1,22,936,12804,66,55122,1,0
32953,31953,1,2023-05-29,1,22,924,12615,66,55123,1,0
32954,31954,1,2023-07-20,1,22,929,12692,66,55124,1,0
32955,31955,1,2023-10-15,1,22,918,12541,66,55125,1,0
32956,31956,1,2023-09-19,1,22,930,12707,64,55126,1,0
32957,31957,1,2023-11-12,1,22,932,12741,64,55127,1,0
32958,31960,1,2023-02-10,1,22,939,12840,65,55131,1,0
32959,31960,1,2023-02-02,1,22,939,12840,65,55132,1,0
32960,31962,1,2023-12-09,1,22,932,12738,65,55135,1,0
32961,31963,1,2023-11-24,1,22,927,12657,64,55136,1,0
32962,31964,2,2023-12-16,1,22,926,12645,65,55137,1,1
32963,31965,1,2023-08-15,1,22,922,12598,66,55140,1,0
32964,31966,2,2023-02-03,1,22,920,12571,64,55141,1,0
32965,31968,2,2023-05-17,1,22,929,12680,66,55143,1,0
32966,31969,1,2023-07-16,1,22,925,12627,64,55145,1,0
32967,31972,1,2023-03-27,1,22,930,12694,66,55151,1,0
32968,31973,1,2023-03-29,1,22,934,12768,66,55152,1,0
32969,31974,1,2023-09-16,1,22,938,12823,64,55153,1,0
32970,31974,2,2023-10-25,1,22,938,12823,64,55154,1,0
32971,31974,1,2023-10-26,1,22,938,12823,64,55155,1,0
32972,31975,1,2023-03-01,1,22,923,12605,66,55156,1,0
32973,31975,1,2023-02-22,1,22,923,12605,66,55157,1,0
32974,31976,1,2023-08-13,1,22,934,12765,65,55158,1,0
32975,31976,1,2023-09-24,1,22,934,12765,65,55159,1,0
32976,31978,2,2023-01-18,1,22,918,12538,64,55162,1,0
32977,31979,1,2023-03-17,1,22,926,12645,65,55163,1,0
32978,31979,1,2023-03-18,1,22,926,12645,65,55164,1,0
32979,31981,1,2023-09-10,1,22,917,12516,64,55166,1,0
32980,31981,2,2023-09-06,1,22,917,12516,64,55167,1,0
32981,31982,1,2024-02-05,1,22,927,12663,64,55168,1,0
32982,31983,1,2023-12-15,1,22,925,12633,66,55169,1,0
32983,31985,1,2023-08-02,1,22,936,12792,66,55171,1,0
32984,31987,2,2023-04-12,1,22,931,12716,66,55173,1,0
32985,31988,1,2023-03-10,1,22,932,12733,65,55174,1,0
32986,31988,1,2023-04-05,1,22,932,12733,65,55175,1,0
32987,31989,1,2023-05-30,1,22,936,12804,64,55177,1,0
32988,31991,1,2023-04-05,1,22,927,12658,65,55179,1,0
32989,31991,1,2023-04-16,1,22,927,12658,65,55181,1,0
32990,31992,1,2023-06-15,1,22,921,12575,65,55182,1,0
32991,31995,1,2023-06-28,1,22,936,12789,65,55185,1,0
32992,31996,1,2023-06-04,1,22,934,12768,64,55186,1,0
32993,31997,2,2023-08-10,1,22,935,12776,65,55187,1,0
32994,31997,2,2023-08-19,1,22,935,12776,65,55188,1,0
32995,31999,1,2023-04-18,1,22,927,12668,64,55190,1,0
32996,32000,1,2023-12-16,1,22,926,12653,65,55194,1,0
32997,32000,1,2023-12-25,1,22,926,12653,65,55195,1,0
32998,32002,1,2023-11-23,1,22,938,12831,65,55197,1,0
32999,32003,1,2023-12-06,1,22,920,12564,65,55199,1,0
33000,32004,1,2023-03-15,1,22,922,12589,65,55201,1,0
33001,32005,2,2023-12-16,1,22,923,12606,64,55202,1,0
33002,32008,2,2023-10-02,1,22,920,12571,66,55205,1,0
33003,32010,1,2023-03-21,1,22,921,12573,65,55207,1,0
33004,32012,1,2024-01-22,1,22,932,12745,65,55209,1,0
33005,32012,2,2024-01-16,1,22,932,12745,65,55210,1,0
33006,32014,1,2023-10-25,1,22,940,12852,66,55214,1,0
33007,32015,1,2023-11-23,1,22,924,12612,64,55215,1,0
33008,32015,1,2023-11-15,1,22,924,12612,64,55216,1,0
33009,32015,1,2023-12-01,1,22,924,12612,64,55218,1,0
33010,32016,1,2023-06-04,1,22,926,12644,66,55219,1,0
33011,32017,1,2023-04-27,1,22,932,12736,65,55222,1,0
33012,32018,1,2023-11-24,1,22,927,12667,64,55223,1,0
33013,32018,1,2023-11-26,1,22,927,12667,64,55224,1,0
33014,32018,1,2023-11-11,1,22,927,12667,64,55225,1,0
33015,32020,2,2023-05-08,1,22,930,12698,66,55227,1,0
33016,32021,1,2024-01-09,1,22,932,12737,66,55228,1,0
33017,32022,1,2023-05-06,1,22,920,12571,64,55229,1,0
33018,32022,1,2023-04-13,1,22,920,12571,64,55230,1,0
33019,32022,1,2023-05-08,1,22,920,12571,64,55231,1,0
33020,32022,1,2023-03-31,1,22,920,12571,64,55232,1,0
33021,32023,1,2023-10-01,1,22,934,12761,64,55233,1,0
33022,32024,1,2023-04-09,1,22,925,12619,64,55235,1,0
33023,32024,1,2023-03-08,1,22,925,12619,64,55237,1,0
33024,32025,1,2023-04-10,1,22,940,12849,66,55239,1,0
33025,32029,1,2024-01-03,1,22,931,12726,65,55245,1,0
33026,32030,1,2023-06-26,1,22,941,12855,65,55246,1,0
33027,32031,1,2023-10-13,1,22,917,12521,64,55248,1,0
33028,32032,1,2023-02-28,1,22,936,12804,65,55249,1,0
33029,32032,1,2023-01-30,1,22,936,12804,65,55250,1,0
33030,32033,1,2024-01-23,1,22,931,12720,64,55251,1,0
33031,32033,2,2024-02-08,1,22,931,12720,64,55252,1,0
33032,32034,1,2023-08-01,1,22,935,12772,64,55253,1,1
33033,32035,1,2023-01-29,1,22,929,12677,65,55254,1,0
33034,32038,1,2023-07-07,1,22,939,12842,65,55257,1,0
33035,32040,1,2023-11-12,1,22,923,12602,66,55259,1,0
33036,32041,1,2023-08-14,1,22,938,12825,65,55260,1,0
33037,32041,1,2023-08-30,1,22,938,12825,65,55261,1,0
33038,32041,1,2023-09-13,1,22,938,12825,65,55263,1,0
33039,32042,1,2023-12-04,1,22,917,12531,64,55264,1,0
33040,32042,1,2023-12-30,1,22,917,12531,64,55265,1,0
33041,32043,1,2023-02-24,1,22,920,12561,66,55266,1,0
33042,32045,1,2023-11-09,1,22,930,12700,66,55268,1,0
33043,32047,1,2023-05-01,1,22,932,12747,65,55270,1,0
33044,32048,1,2023-09-30,1,22,931,12720,65,55272,1,0
33045,32049,1,2023-12-12,1,22,933,12753,65,55274,1,0
33046,32049,1,2024-01-01,1,22,933,12753,65,55275,1,0
33047,32050,2,2023-04-15,1,22,929,12687,64,55276,1,0
33048,32050,1,2023-04-26,1,22,929,12687,64,55277,1,0
33049,32050,1,2023-05-03,1,22,929,12687,64,55278,1,0
33050,32052,2,2023-03-05,1,22,929,12683,64,55282,1,0
33051,32052,1,2023-02-23,1,22,929,12683,64,55283,1,0
33052,32053,1,2023-11-10,1,22,934,12759,65,55285,1,0
33053,32053,1,2024-01-05,1,22,934,12759,65,55286,1,0
33054,32055,1,2023-07-27,1,22,931,12723,64,55289,1,0
33055,32057,1,2023-07-17,1,22,937,12810,65,55291,1,0
33056,32058,1,2024-02-22,1,22,919,12551,64,55292,1,0
33057,32059,1,2023-10-16,1,22,938,12824,66,55294,1,0
33058,32060,1,2023-08-03,1,22,936,12789,66,55295,1,0
33059,32062,1,2023-10-05,1,22,923,12603,64,55298,1,0
33060,32062,1,2023-10-14,1,22,923,12603,64,55299,1,0
33061,32063,1,2023-07-22,1,22,931,12715,65,55300,1,0
33062,32063,1,2023-07-24,1,22,931,12715,65,55301,1,0
33063,32063,1,2023-06-30,1,22,931,12715,65,55302,1,0
33064,32065,1,2024-01-05,1,22,927,12659,65,55304,1,0
33065,32066,1,2023-04-24,1,22,922,12594,65,55305,1,0
33066,32067,1,2023-12-07,1,22,933,12754,65,55307,1,0
33067,32067,1,2023-12-12,1,22,933,12754,65,55308,1,0
33068,32069,2,2023-02-26,1,22,924,12611,65,55312,1,0
33069,32069,2,2023-02-10,1,22,924,12611,65,55313,1,0
33070,32071,2,2023-02-07,1,22,931,12728,64,55317,1,0
33071,32072,1,2023-05-08,1,22,926,12653,64,55318,1,0
33072,32074,1,2023-04-27,1,22,924,12610,66,55322,1,0
33073,32075,1,2024-02-02,1,22,929,12677,65,55323,1,0
33074,32077,1,2024-05-04,1,22,936,12804,65,55325,1,0
33075,32077,1,2024-04-02,1,22,936,12804,65,55326,1,0
33076,32078,2,2024-02-15,1,22,925,12629,65,55327,1,0
33077,32079,1,2025-01-02,1,22,924,12611,65,55328,1,0
33078,32080,1,2024-05-28,1,22,922,12585,66,55329,1,0
33079,32080,1,2024-04-20,1,22,922,12585,66,55330,1,1
33080,32080,2,2024-04-20,1,22,922,12585,66,55331,1,0
33081,32080,2,2024-04-22,1,22,922,12585,66,55332,1,0
33082,32081,1,2024-11-22,1,22,922,12595,65,55333,1,0
33083,32081,1,2024-12-03,1,22,922,12595,65,55334,1,0
33084,32081,2,2024-11-28,1,22,922,12595,65,55335,1,0
33085,32082,1,2024-11-10,1,22,938,12832,65,55336,1,0
33086,32082,1,2024-10-06,1,22,938,12832,65,55337,1,0
33087,32083,1,2025-01-14,1,22,925,12626,66,55338,1,0
33088,32084,1,2024-11-29,1,22,921,12574,64,55339,1,0
33089,32086,1,2024-05-08,1,22,923,12602,64,55342,1,0
33090,32088,1,2024-07-22,1,22,938,12834,64,55345,1,0
33091,32088,1,2024-09-11,1,22,938,12834,64,55346,1,0
33092,32089,2,2024-11-03,1,22,919,12558,66,55347,1,0
33093,32089,2,2024-09-30,1,22,919,12558,66,55348,1,0
33094,32090,1,2024-03-07,1,22,931,12716,66,55349,1,0
33095,32090,1,2024-02-05,1,22,931,12716,66,55350,1,0
33096,32091,1,2024-03-20,1,22,924,12613,64,55351,1,0
33097,32091,1,2024-03-02,1,22,924,12613,64,55353,1,0
33098,32094,1,2025-02-12,1,22,937,12808,64,55357,1,0
33099,32095,2,2024-03-20,1,22,939,12842,66,55359,1,0
33100,32096,2,2024-08-05,1,22,935,12773,66,55360,1,0
33101,32096,1,2024-06-22,1,22,935,12773,66,55362,1,0
33102,32097,1,2024-05-22,1,22,940,12850,64,55363,1,0
33103,32098,1,2024-05-22,1,22,923,12600,66,55364,1,0
33104,32101,1,2024-03-03,1,22,918,12545,65,55367,1,1
33105,32102,1,2025-01-08,1,22,918,12535,64,55369,1,0
33106,32102,2,2024-12-16,1,22,918,12535,64,55370,1,0
33107,32102,1,2024-11-16,1,22,918,12535,64,55371,1,0
33108,32103,1,2024-04-28,1,22,925,12622,65,55372,1,0
33109,32104,1,2024-07-09,1,22,929,12685,64,55373,1,0
33110,32105,1,2024-04-19,1,22,923,12606,64,55374,1,0
33111,32107,1,2024-07-08,1,22,939,12840,64,55377,1,0
33112,32107,1,2024-07-13,1,22,939,12840,64,55378,1,0
33113,32108,1,2024-08-28,1,22,936,12799,65,55381,1,0
33114,32109,1,2024-12-15,1,22,919,12553,65,55383,1,0
33115,32109,2,2024-11-10,1,22,919,12553,65,55384,1,0
33116,32110,1,2024-12-03,1,22,936,12801,64,55385,1,0
33117,32111,2,2024-07-21,1,22,922,12598,65,55387,1,0
33118,32112,1,2024-06-13,1,22,934,12761,65,55388,1,0
33119,32113,1,2024-07-28,1,22,931,12717,64,55389,1,1
33120,32114,1,2024-09-12,1,22,924,12612,66,55391,1,0
33121,32114,1,2024-09-15,1,22,924,12612,66,55392,1,0
33122,32116,1,2024-09-12,1,22,941,12859,65,55394,1,0
33123,32117,1,2024-05-20,1,22,928,12675,65,55396,1,0
33124,32118,1,2024-09-04,1,22,940,12851,65,55397,1,0
33125,32119,1,2024-05-07,1,22,941,12862,66,55398,1,0
33126,32119,1,2024-06-26,1,22,941,12862,66,55399,1,0
33127,32119,2,2024-05-20,1,22,941,12862,66,55400,1,0
33128,32119,1,2024-05-31,1,22,941,12862,66,55401,1,0
33129,32121,1,2024-11-30,1,22,930,12695,65,55403,1,0
33130,32121,1,2024-11-27,1,22,930,12695,65,55404,1,0
33131,32122,2,2024-05-11,1,22,934,12767,66,55406,1,0
33132,32122,1,2024-05-31,1,22,934,12767,66,55407,1,0
33133,32123,1,2024-07-25,1,22,939,12841,64,55409,1,0
33134,32123,1,2024-08-25,1,22,939,12841,64,55410,1,0
33135,32125,1,2024-08-29,1,22,938,12817,65,55412,1,0
33136,32128,1,2024-10-24,1,22,919,12553,65,55416,1,0
33137,32130,1,2024-07-05,1,22,923,12605,65,55418,1,0
33138,32130,1,2024-07-09,1,22,923,12605,65,55420,1,0
33139,32131,2,2024-07-26,1,22,921,12581,66,55422,1,0
33140,32133,2,2024-12-31,1,22,939,12844,66,55424,1,0
33141,32134,1,2024-04-27,1,22,932,12739,64,55425,1,0
